age,education.num,occupation,sex,income
59,9,Machine-op-inspct,Male,>50K
30,14,Prof-specialty,Male,>50K
32,13,Protective-serv,Male,>50K
39,13,Protective-serv,Male,>50K
43,13,Prof-specialty,Female,>50K
32,13,Exec-managerial,Male,>50K
39,9,Protective-serv,Male,>50K
37,13,Prof-specialty,Male,>50K
34,10,Exec-managerial,Female,>50K
46,10,Tech-support,Male,>50K
51,16,Prof-specialty,Male,>50K
29,9,Sales,Male,>50K
34,13,Prof-specialty,Female,>50K
50,10,Craft-repair,Male,>50K
34,10,Handlers-cleaners,Male,>50K
58,6,Transport-moving,Male,>50K
56,3,Exec-managerial,Male,>50K
34,13,Prof-specialty,Male,>50K
36,13,Prof-specialty,Male,>50K
46,9,Machine-op-inspct,Male,>50K
35,13,Exec-managerial,Male,>50K
50,9,Exec-managerial,Male,>50K
27,13,Exec-managerial,Male,>50K
32,12,Craft-repair,Male,>50K
44,9,Exec-managerial,Male,>50K
39,9,Sales,Male,>50K
33,9,Adm-clerical,Female,>50K
59,9,Craft-repair,Male,>50K
59,10,Craft-repair,Male,>50K
51,10,Sales,Male,>50K
37,11,Craft-repair,Male,>50K
57,9,Tech-support,Male,>50K
25,11,Prof-specialty,Female,>50K
54,9,Transport-moving,Male,>50K
47,10,Transport-moving,Male,>50K
52,16,Prof-specialty,Male,>50K
40,13,Prof-specialty,Male,>50K
27,13,Machine-op-inspct,Male,>50K
31,13,Exec-managerial,Male,>50K
41,9,Sales,Male,>50K
41,9,Transport-moving,Male,>50K
50,9,Exec-managerial,Male,>50K
36,10,Machine-op-inspct,Male,>50K
27,9,Adm-clerical,Female,>50K
46,10,Sales,Male,>50K
61,9,Exec-managerial,Male,>50K
39,13,Prof-specialty,Male,>50K
47,9,Transport-moving,Male,>50K
45,9,Machine-op-inspct,Male,>50K
55,9,Tech-support,Female,>50K
38,7,Exec-managerial,Male,>50K
57,13,Sales,Male,>50K
38,6,Sales,Male,>50K
28,13,Adm-clerical,Male,>50K
40,10,Handlers-cleaners,Male,>50K
36,13,Prof-specialty,Male,>50K
36,9,Craft-repair,Male,>50K
30,9,Exec-managerial,Male,>50K
35,9,Adm-clerical,Female,>50K
32,9,Transport-moving,Male,>50K
55,9,Handlers-cleaners,Male,>50K
29,9,Machine-op-inspct,Male,>50K
37,12,Sales,Male,>50K
36,11,Exec-managerial,Male,>50K
42,14,?,Female,>50K
40,16,Prof-specialty,Male,>50K
26,14,Prof-specialty,Male,>50K
44,14,Prof-specialty,Male,>50K
47,13,Exec-managerial,Male,>50K
35,14,Prof-specialty,Male,>50K
58,10,Sales,Male,>50K
41,9,Sales,Male,>50K
41,9,Craft-repair,Male,>50K
38,16,Exec-managerial,Male,>50K
47,13,Sales,Male,>50K
39,9,Transport-moving,Male,>50K
42,10,Sales,Male,>50K
42,13,Sales,Male,>50K
37,11,Prof-specialty,Female,>50K
41,13,Prof-specialty,Male,>50K
51,9,Craft-repair,Male,>50K
50,13,Craft-repair,Male,>50K
43,6,Machine-op-inspct,Male,>50K
28,12,Tech-support,Male,>50K
35,12,Sales,Male,>50K
59,9,Exec-managerial,Male,>50K
28,13,Prof-specialty,Male,>50K
42,15,Prof-specialty,Male,>50K
51,14,Exec-managerial,Male,>50K
54,14,Exec-managerial,Male,>50K
45,9,Craft-repair,Male,>50K
38,13,Prof-specialty,Female,>50K
46,14,Armed-Forces,Male,>50K
33,10,Protective-serv,Male,>50K
36,13,Exec-managerial,Male,>50K
36,16,Prof-specialty,Male,>50K
61,10,Adm-clerical,Male,>50K
30,9,Craft-repair,Male,>50K
50,11,Prof-specialty,Female,>50K
58,11,Craft-repair,Male,>50K
43,13,Machine-op-inspct,Male,>50K
40,10,Craft-repair,Male,>50K
55,9,Tech-support,Male,>50K
52,13,Exec-managerial,Male,>50K
44,10,Craft-repair,Male,>50K
39,15,Prof-specialty,Male,>50K
45,13,Sales,Male,>50K
42,13,Prof-specialty,Male,>50K
29,10,Exec-managerial,Male,>50K
46,10,Transport-moving,Male,>50K
55,13,Exec-managerial,Male,>50K
33,15,Prof-specialty,Male,>50K
44,10,Transport-moving,Male,>50K
37,13,Exec-managerial,Male,>50K
64,12,Sales,Male,>50K
43,14,Prof-specialty,Male,>50K
36,13,Sales,Male,>50K
55,13,Exec-managerial,Male,>50K
34,9,Exec-managerial,Male,>50K
29,11,Machine-op-inspct,Male,>50K
37,10,Exec-managerial,Male,>50K
42,13,Adm-clerical,Female,>50K
41,12,Craft-repair,Male,>50K
45,10,Craft-repair,Male,>50K
35,9,Sales,Male,>50K
61,11,Craft-repair,Male,>50K
49,10,Exec-managerial,Male,>50K
52,9,Farming-fishing,Male,>50K
46,12,Protective-serv,Male,>50K
23,14,Prof-specialty,Male,>50K
36,10,Craft-repair,Male,>50K
43,9,Exec-managerial,Male,>50K
35,14,Prof-specialty,Male,>50K
39,9,Machine-op-inspct,Male,>50K
39,13,Exec-managerial,Male,>50K
47,14,Prof-specialty,Male,>50K
53,10,Protective-serv,Male,>50K
53,10,Transport-moving,Male,>50K
26,14,Prof-specialty,Female,<=50K
52,9,Sales,Male,<=50K
61,3,Transport-moving,Male,<=50K
28,9,Protective-serv,Male,<=50K
42,14,Prof-specialty,Female,<=50K
44,14,Prof-specialty,Male,<=50K
51,9,Machine-op-inspct,Male,<=50K
39,9,Craft-repair,Male,<=50K
36,13,Prof-specialty,Male,<=50K
45,10,Exec-managerial,Male,<=50K
27,13,Exec-managerial,Male,<=50K
40,14,Adm-clerical,Female,<=50K
25,13,Sales,Female,<=50K
47,9,Sales,Male,<=50K
32,13,Prof-specialty,Male,<=50K
53,9,Adm-clerical,Female,<=50K
32,10,Sales,Male,<=50K
49,9,Craft-repair,Male,<=50K
27,11,Prof-specialty,Female,<=50K
26,13,Exec-managerial,Male,<=50K
60,9,Other-service,Male,<=50K
56,14,Sales,Male,<=50K
58,12,Adm-clerical,Male,<=50K
39,13,Sales,Male,<=50K
53,14,Prof-specialty,Female,<=50K
27,10,Craft-repair,Male,<=50K
46,14,Prof-specialty,Female,<=50K
30,9,Exec-managerial,Male,<=50K
38,9,Craft-repair,Male,<=50K
41,13,Prof-specialty,Female,<=50K
27,9,Transport-moving,Male,<=50K
43,13,Tech-support,Male,<=50K
30,13,Prof-specialty,Male,<=50K
25,13,Prof-specialty,Female,<=50K
26,13,Exec-managerial,Male,<=50K
53,13,Prof-specialty,Female,<=50K
39,7,Craft-repair,Male,<=50K
47,10,Prof-specialty,Female,<=50K
44,10,Craft-repair,Male,<=50K
61,9,Farming-fishing,Male,>50K
44,12,Craft-repair,Male,>50K
28,9,Craft-repair,Male,>50K
34,13,Prof-specialty,Male,>50K
39,13,Sales,Male,>50K
41,11,Tech-support,Male,>50K
35,13,Exec-managerial,Male,>50K
34,9,Craft-repair,Male,>50K
30,12,Exec-managerial,Male,>50K
30,9,Craft-repair,Male,>50K
33,13,Adm-clerical,Male,>50K
60,9,?,Male,>50K
31,9,Craft-repair,Male,>50K
50,9,Tech-support,Male,>50K
27,9,Prof-specialty,Male,>50K
37,9,Exec-managerial,Male,>50K
30,9,Craft-repair,Male,>50K
49,10,Prof-specialty,Male,>50K
52,14,Prof-specialty,Female,>50K
39,8,Transport-moving,Male,>50K
37,9,Machine-op-inspct,Male,>50K
39,14,Prof-specialty,Male,>50K
38,13,Exec-managerial,Male,>50K
44,13,Prof-specialty,Male,>50K
45,10,Craft-repair,Male,>50K
54,9,Sales,Male,>50K
58,12,Machine-op-inspct,Male,>50K
36,13,Adm-clerical,Male,>50K
45,5,Other-service,Male,>50K
46,11,Tech-support,Male,>50K
41,9,Sales,Male,>50K
41,14,Exec-managerial,Male,>50K
34,9,Craft-repair,Male,>50K
33,16,Prof-specialty,Male,>50K
63,13,Sales,Male,>50K
56,10,Sales,Male,>50K
48,9,Tech-support,Female,>50K
40,12,Exec-managerial,Male,>50K
59,10,Exec-managerial,Male,>50K
32,13,Sales,Male,>50K
29,13,Prof-specialty,Male,>50K
41,9,Craft-repair,Male,>50K
30,10,Sales,Male,>50K
34,14,Machine-op-inspct,Male,>50K
41,10,Transport-moving,Male,>50K
46,13,Prof-specialty,Male,>50K
39,14,Exec-managerial,Male,>50K
26,9,Craft-repair,Male,>50K
27,13,Sales,Male,>50K
61,13,Prof-specialty,Male,>50K
37,13,Exec-managerial,Female,>50K
67,10,Sales,Male,<=50K
66,10,?,Male,>50K
66,9,Sales,Male,>50K
74,13,Exec-managerial,Male,>50K
66,9,Exec-managerial,Male,>50K
71,10,Sales,Male,<=50K
80,10,Prof-specialty,Male,<=50K
24,9,Other-service,Female,<=50K
20,7,?,Female,<=50K
28,10,Transport-moving,Male,<=50K
59,9,Sales,Female,<=50K
24,9,Sales,Female,<=50K
24,10,Sales,Male,<=50K
52,9,Sales,Female,<=50K
39,13,Adm-clerical,Male,<=50K
43,9,Other-service,Female,<=50K
22,6,Sales,Female,<=50K
30,12,Adm-clerical,Female,<=50K
21,7,Handlers-cleaners,Male,<=50K
24,9,Protective-serv,Female,<=50K
21,10,Sales,Female,<=50K
49,14,Exec-managerial,Male,>50K
52,13,Prof-specialty,Female,>50K
38,10,Craft-repair,Male,<=50K
30,13,Sales,Male,<=50K
38,13,Exec-managerial,Male,<=50K
25,8,Machine-op-inspct,Male,<=50K
34,13,Exec-managerial,Female,<=50K
24,13,Prof-specialty,Male,<=50K
25,13,Prof-specialty,Male,<=50K
31,13,Exec-managerial,Male,<=50K
39,13,Adm-clerical,Male,<=50K
35,9,Transport-moving,Male,<=50K
31,6,Transport-moving,Male,<=50K
30,9,Machine-op-inspct,Male,<=50K
42,14,Prof-specialty,Female,<=50K
42,10,Exec-managerial,Female,<=50K
41,13,Prof-specialty,Female,<=50K
46,9,Craft-repair,Male,<=50K
34,13,Exec-managerial,Male,<=50K
33,9,?,Male,<=50K
36,13,Exec-managerial,Male,<=50K
36,13,Sales,Female,<=50K
44,12,Adm-clerical,Female,<=50K
28,9,Other-service,Female,<=50K
52,9,Adm-clerical,Female,<=50K
43,13,Adm-clerical,Male,<=50K
45,9,Machine-op-inspct,Female,<=50K
30,13,Prof-specialty,Male,<=50K
50,10,Adm-clerical,Male,<=50K
41,13,Prof-specialty,Female,<=50K
31,10,Adm-clerical,Female,<=50K
27,9,Craft-repair,Male,<=50K
63,13,Sales,Male,<=50K
33,9,Adm-clerical,Female,<=50K
28,9,Transport-moving,Male,<=50K
34,10,Craft-repair,Male,<=50K
31,11,Craft-repair,Male,<=50K
30,15,Prof-specialty,Male,<=50K
47,12,Protective-serv,Male,<=50K
35,9,Craft-repair,Male,<=50K
32,10,Sales,Male,<=50K
33,10,Sales,Male,<=50K
38,9,Craft-repair,Male,<=50K
35,10,Sales,Male,<=50K
42,9,Transport-moving,Male,<=50K
47,13,Craft-repair,Male,<=50K
34,9,Other-service,Female,<=50K
53,10,Exec-managerial,Male,<=50K
37,12,Prof-specialty,Male,<=50K
33,10,Craft-repair,Male,<=50K
32,10,Adm-clerical,Female,<=50K
38,13,Craft-repair,Male,<=50K
52,10,Exec-managerial,Male,<=50K
35,13,Exec-managerial,Male,<=50K
46,14,Adm-clerical,Male,<=50K
28,9,Craft-repair,Male,<=50K
58,12,Craft-repair,Male,<=50K
29,13,Exec-managerial,Male,<=50K
30,10,Craft-repair,Male,<=50K
53,9,Transport-moving,Male,<=50K
53,9,Other-service,Male,<=50K
31,12,Adm-clerical,Female,<=50K
46,10,Exec-managerial,Male,<=50K
59,11,Sales,Male,<=50K
62,9,Craft-repair,Male,<=50K
46,9,Handlers-cleaners,Male,<=50K
45,10,Sales,Male,<=50K
63,10,Adm-clerical,Male,<=50K
73,2,Transport-moving,Male,<=50K
75,10,Craft-repair,Male,<=50K
45,15,Prof-specialty,Female,<=50K
39,9,Machine-op-inspct,Male,<=50K
32,10,Protective-serv,Female,<=50K
25,13,Exec-managerial,Female,<=50K
24,5,Machine-op-inspct,Male,<=50K
24,9,Other-service,Male,<=50K
31,7,Handlers-cleaners,Male,<=50K
31,10,Other-service,Male,<=50K
20,9,Adm-clerical,Female,<=50K
39,10,Other-service,Female,<=50K
19,9,Other-service,Female,<=50K
18,9,Sales,Female,<=50K
18,10,Other-service,Male,<=50K
23,12,?,Male,<=50K
19,10,Adm-clerical,Female,<=50K
17,7,Other-service,Male,<=50K
17,8,Other-service,Female,<=50K
22,10,?,Male,<=50K
19,10,Sales,Female,<=50K
21,10,Adm-clerical,Female,<=50K
23,10,Adm-clerical,Female,<=50K
39,6,Other-service,Female,<=50K
20,10,Adm-clerical,Female,<=50K
20,12,Other-service,Male,<=50K
21,9,Other-service,Female,<=50K
18,9,Handlers-cleaners,Female,<=50K
30,10,?,Female,<=50K
19,10,Tech-support,Male,<=50K
22,10,Transport-moving,Male,<=50K
26,1,Machine-op-inspct,Male,<=50K
19,9,Other-service,Female,<=50K
22,9,Sales,Male,<=50K
37,13,Machine-op-inspct,Male,<=50K
47,5,Other-service,Female,<=50K
57,9,Other-service,Female,<=50K
21,10,Craft-repair,Male,<=50K
21,9,Other-service,Male,<=50K
25,9,Farming-fishing,Male,<=50K
23,13,Machine-op-inspct,Female,<=50K
17,5,Handlers-cleaners,Male,<=50K
19,5,?,Male,<=50K
17,7,Handlers-cleaners,Male,<=50K
20,10,Other-service,Male,<=50K
21,10,Tech-support,Female,<=50K
32,9,Exec-managerial,Male,<=50K
50,9,Craft-repair,Male,<=50K
31,10,Other-service,Male,<=50K
60,5,Farming-fishing,Male,<=50K
34,9,Craft-repair,Male,<=50K
34,11,Machine-op-inspct,Male,<=50K
45,9,Adm-clerical,Male,<=50K
57,10,Exec-managerial,Male,<=50K
55,7,Other-service,Male,<=50K
61,10,Exec-managerial,Male,<=50K
51,13,Exec-managerial,Male,<=50K
35,9,Farming-fishing,Male,<=50K
29,10,Craft-repair,Male,<=50K
40,9,Exec-managerial,Male,<=50K
46,9,Farming-fishing,Male,<=50K
48,4,Transport-moving,Male,<=50K
36,13,Prof-specialty,Male,<=50K
46,9,Farming-fishing,Male,<=50K
42,9,Craft-repair,Male,<=50K
57,10,Craft-repair,Male,<=50K
43,10,Other-service,Male,<=50K
28,9,Machine-op-inspct,Male,<=50K
49,9,Sales,Male,<=50K
49,9,Farming-fishing,Male,<=50K
33,9,Sales,Male,<=50K
30,10,Sales,Male,<=50K
54,9,Sales,Male,<=50K
56,10,Exec-managerial,Male,<=50K
36,13,Prof-specialty,Female,<=50K
40,9,Craft-repair,Male,<=50K
32,9,Craft-repair,Male,<=50K
47,12,Craft-repair,Male,<=50K
40,1,Other-service,Male,<=50K
37,9,Transport-moving,Male,<=50K
28,11,Machine-op-inspct,Female,<=50K
37,9,Craft-repair,Male,<=50K
48,10,Exec-managerial,Female,<=50K
31,9,Craft-repair,Male,<=50K
26,13,Exec-managerial,Female,<=50K
23,9,Sales,Male,<=50K
39,13,Craft-repair,Male,<=50K
49,9,Craft-repair,Male,<=50K
56,14,Prof-specialty,Male,<=50K
47,11,Prof-specialty,Female,<=50K
34,9,Prof-specialty,Female,<=50K
32,9,Sales,Female,<=50K
28,10,Exec-managerial,Male,<=50K
38,14,Prof-specialty,Female,<=50K
34,9,Sales,Male,<=50K
36,12,Prof-specialty,Male,<=50K
30,9,Transport-moving,Female,<=50K
26,14,Prof-specialty,Female,<=50K
40,14,Prof-specialty,Female,<=50K
56,16,Prof-specialty,Female,<=50K
44,14,Prof-specialty,Female,<=50K
33,11,Adm-clerical,Male,<=50K
53,14,Prof-specialty,Female,<=50K
61,9,Craft-repair,Female,<=50K
65,15,Prof-specialty,Male,<=50K
81,13,Prof-specialty,Female,<=50K
68,4,?,Female,<=50K
68,9,Protective-serv,Male,<=50K
39,5,Exec-managerial,Male,<=50K
61,4,Transport-moving,Male,<=50K
61,4,Transport-moving,Male,<=50K
46,4,Other-service,Male,<=50K
56,8,Exec-managerial,Male,<=50K
30,7,Handlers-cleaners,Male,<=50K
35,9,Craft-repair,Male,<=50K
34,10,Craft-repair,Male,<=50K
27,10,Machine-op-inspct,Male,<=50K
65,14,Prof-specialty,Male,<=50K
74,10,Prof-specialty,Male,<=50K
26,3,Craft-repair,Male,<=50K
62,15,Prof-specialty,Male,<=50K
45,9,Handlers-cleaners,Male,<=50K
28,9,Sales,Male,<=50K
37,9,Craft-repair,Male,<=50K
28,9,Sales,Male,<=50K
46,10,Machine-op-inspct,Male,<=50K
39,9,Adm-clerical,Male,<=50K
34,10,Other-service,Female,<=50K
37,9,Craft-repair,Male,<=50K
41,11,?,Female,<=50K
39,11,Craft-repair,Male,<=50K
51,12,Adm-clerical,Female,<=50K
42,10,Adm-clerical,Male,<=50K
40,9,Craft-repair,Female,<=50K
23,10,Adm-clerical,Female,<=50K
43,10,Tech-support,Female,<=50K
55,9,Adm-clerical,Female,<=50K
56,9,Adm-clerical,Female,<=50K
44,13,Adm-clerical,Female,<=50K
30,10,Machine-op-inspct,Male,<=50K
36,10,Other-service,Female,<=50K
62,10,Sales,Female,<=50K
33,9,Adm-clerical,Female,<=50K
19,10,Sales,Female,<=50K
26,10,Prof-specialty,Male,<=50K
19,4,Craft-repair,Male,<=50K
19,10,Other-service,Male,<=50K
25,9,?,Male,<=50K
26,9,Priv-house-serv,Female,<=50K
22,9,?,Male,<=50K
19,10,Sales,Female,<=50K
32,9,Machine-op-inspct,Female,<=50K
18,10,?,Female,<=50K
22,10,Other-service,Male,<=50K
21,10,Tech-support,Male,<=50K
20,10,?,Female,<=50K
18,7,?,Male,<=50K
25,6,Handlers-cleaners,Male,<=50K
21,11,Farming-fishing,Female,<=50K
21,10,Exec-managerial,Male,<=50K
17,7,Sales,Female,<=50K
57,4,Sales,Female,<=50K
23,13,Sales,Male,<=50K
30,9,Sales,Female,<=50K
18,7,Handlers-cleaners,Male,<=50K
18,10,?,Female,<=50K
17,6,Other-service,Female,<=50K
39,4,Other-service,Male,<=50K
18,7,Other-service,Male,<=50K
19,9,?,Female,<=50K
18,10,?,Female,<=50K
17,6,Protective-serv,Female,<=50K
21,10,Sales,Female,<=50K
18,10,Handlers-cleaners,Female,<=50K
19,8,Other-service,Male,<=50K
18,7,Sales,Female,<=50K
18,10,Adm-clerical,Male,<=50K
19,10,?,Female,<=50K
17,7,Adm-clerical,Female,<=50K
17,6,Other-service,Female,<=50K
18,9,?,Female,<=50K
19,6,Handlers-cleaners,Male,<=50K
20,10,Sales,Male,<=50K
57,2,Craft-repair,Female,<=50K
17,6,Other-service,Female,<=50K
21,10,Sales,Female,<=50K
18,9,?,Female,<=50K
20,8,?,Male,<=50K
46,13,Machine-op-inspct,Female,<=50K
18,9,Sales,Female,<=50K
23,9,Craft-repair,Female,<=50K
27,9,Craft-repair,Female,<=50K
48,6,Machine-op-inspct,Female,<=50K
46,4,Priv-house-serv,Female,<=50K
31,9,Sales,Female,<=50K
25,12,Tech-support,Female,<=50K
26,9,Craft-repair,Female,<=50K
35,9,Other-service,Female,<=50K
27,13,Sales,Female,<=50K
29,10,Other-service,Male,<=50K
39,9,?,Male,<=50K
42,13,Sales,Male,<=50K
20,9,Machine-op-inspct,Male,<=50K
32,10,Farming-fishing,Female,<=50K
50,9,Prof-specialty,Male,<=50K
55,13,Tech-support,Female,<=50K
29,11,Tech-support,Female,<=50K
41,4,Craft-repair,Male,<=50K
25,13,Exec-managerial,Male,<=50K
46,13,Machine-op-inspct,Male,<=50K
29,13,Prof-specialty,Female,<=50K
23,9,Sales,Male,<=50K
25,13,Craft-repair,Male,<=50K
42,10,Machine-op-inspct,Male,<=50K
41,9,Transport-moving,Male,<=50K
32,13,Sales,Female,<=50K
25,10,Adm-clerical,Male,<=50K
41,13,Protective-serv,Male,<=50K
24,9,Craft-repair,Male,<=50K
44,10,Adm-clerical,Female,<=50K
29,13,Exec-managerial,Male,<=50K
51,9,Machine-op-inspct,Female,<=50K
39,6,Machine-op-inspct,Male,<=50K
28,10,Craft-repair,Male,<=50K
48,10,Adm-clerical,Female,<=50K
34,13,Exec-managerial,Male,<=50K
45,9,Adm-clerical,Female,<=50K
47,9,Transport-moving,Male,<=50K
50,14,Sales,Female,<=50K
32,14,Prof-specialty,Female,<=50K
46,9,Adm-clerical,Female,<=50K
32,13,Machine-op-inspct,Female,<=50K
34,9,Sales,Female,<=50K
32,9,Sales,Male,<=50K
35,13,Sales,Male,<=50K
29,9,Handlers-cleaners,Male,<=50K
46,9,Transport-moving,Male,<=50K
30,15,Prof-specialty,Male,<=50K
34,10,Transport-moving,Male,<=50K
35,10,Handlers-cleaners,Male,<=50K
31,10,Transport-moving,Male,<=50K
21,11,Adm-clerical,Female,<=50K
40,10,Craft-repair,Male,<=50K
48,9,Craft-repair,Male,<=50K
41,3,Other-service,Male,<=50K
33,13,Adm-clerical,Male,<=50K
31,10,Craft-repair,Male,<=50K
54,10,Craft-repair,Male,<=50K
51,9,Farming-fishing,Male,<=50K
25,9,Craft-repair,Male,<=50K
43,8,Transport-moving,Male,<=50K
26,9,Other-service,Female,<=50K
27,10,Adm-clerical,Female,<=50K
24,9,Machine-op-inspct,Male,<=50K
50,4,Transport-moving,Male,<=50K
55,13,Exec-managerial,Male,<=50K
42,9,Machine-op-inspct,Male,<=50K
59,10,Farming-fishing,Male,<=50K
30,9,Sales,Female,<=50K
20,7,Handlers-cleaners,Male,<=50K
23,9,Machine-op-inspct,Male,<=50K
34,9,Craft-repair,Male,<=50K
31,9,Machine-op-inspct,Male,<=50K
27,9,Farming-fishing,Male,<=50K
45,11,Prof-specialty,Female,>50K
43,13,Exec-managerial,Male,>50K
40,10,Exec-managerial,Male,>50K
53,14,Prof-specialty,Female,>50K
51,16,Prof-specialty,Female,>50K
40,13,Sales,Male,>50K
46,16,Prof-specialty,Female,>50K
51,13,Sales,Female,>50K
42,13,Prof-specialty,Female,>50K
46,15,Prof-specialty,Female,>50K
28,13,Exec-managerial,Female,>50K
34,15,Tech-support,Male,>50K
39,10,Prof-specialty,Male,>50K
30,13,Sales,Male,>50K
33,13,Tech-support,Male,>50K
28,13,Prof-specialty,Female,>50K
44,9,Exec-managerial,Male,>50K
34,13,Sales,Male,>50K
29,9,Transport-moving,Male,>50K
47,13,Handlers-cleaners,Male,>50K
39,13,Craft-repair,Male,>50K
29,11,Protective-serv,Male,>50K
31,14,Exec-managerial,Male,>50K
31,13,Exec-managerial,Female,>50K
39,9,Craft-repair,Male,>50K
67,10,Exec-managerial,Male,<=50K
46,13,Sales,Male,<=50K
44,9,Adm-clerical,Male,<=50K
21,9,?,Female,<=50K
25,10,Exec-managerial,Female,<=50K
59,9,Other-service,Female,<=50K
47,9,Adm-clerical,Female,<=50K
21,11,Craft-repair,Male,<=50K
44,9,Sales,Female,<=50K
31,10,Sales,Female,<=50K
37,10,Handlers-cleaners,Male,<=50K
44,9,Adm-clerical,Female,<=50K
25,9,Sales,Male,<=50K
21,9,Craft-repair,Male,<=50K
27,14,Prof-specialty,Female,<=50K
27,13,Sales,Male,<=50K
53,9,?,Male,<=50K
34,10,Craft-repair,Male,<=50K
30,9,Craft-repair,Male,<=50K
43,10,Craft-repair,Male,<=50K
32,12,Exec-managerial,Female,>50K
49,10,Craft-repair,Male,>50K
41,10,Other-service,Male,>50K
32,9,Prof-specialty,Male,<=50K
48,13,Prof-specialty,Male,>50K
46,9,Adm-clerical,Male,>50K
59,6,Transport-moving,Male,>50K
36,13,Prof-specialty,Male,>50K
53,11,Exec-managerial,Male,<=50K
37,10,Adm-clerical,Male,>50K
58,10,Tech-support,Male,>50K
47,7,Adm-clerical,Male,<=50K
40,10,Other-service,Male,<=50K
45,10,Craft-repair,Male,>50K
30,12,Transport-moving,Female,>50K
60,9,Craft-repair,Male,>50K
29,10,Craft-repair,Male,>50K
29,10,Craft-repair,Male,>50K
32,10,Transport-moving,Male,>50K
50,9,Machine-op-inspct,Male,<=50K
41,9,Craft-repair,Male,>50K
60,9,?,Male,>50K
29,10,Protective-serv,Male,>50K
59,9,Craft-repair,Male,>50K
37,10,Sales,Male,>50K
47,10,Craft-repair,Male,<=50K
34,13,Exec-managerial,Male,<=50K
27,13,Exec-managerial,Male,>50K
34,10,Tech-support,Male,<=50K
41,7,Craft-repair,Male,>50K
42,13,Exec-managerial,Male,<=50K
33,9,?,Female,<=50K
50,14,Exec-managerial,Female,<=50K
41,9,Craft-repair,Male,<=50K
45,13,Farming-fishing,Male,>50K
42,13,Exec-managerial,Male,<=50K
46,12,Craft-repair,Male,<=50K
57,13,Adm-clerical,Male,<=50K
38,10,Sales,Male,>50K
45,15,Prof-specialty,Male,>50K
34,10,Exec-managerial,Female,>50K
38,14,Other-service,Male,<=50K
35,9,Craft-repair,Male,>50K
63,9,?,Male,>50K
34,9,Adm-clerical,Male,<=50K
44,9,Craft-repair,Male,<=50K
44,10,Exec-managerial,Male,>50K
50,10,Sales,Male,<=50K
41,9,Exec-managerial,Male,>50K
31,10,Other-service,Male,>50K
65,4,Exec-managerial,Male,<=50K
45,13,Exec-managerial,Male,<=50K
36,14,Prof-specialty,Male,<=50K
31,13,Exec-managerial,Female,<=50K
42,10,Exec-managerial,Male,<=50K
38,9,Other-service,Male,<=50K
46,13,Prof-specialty,Female,<=50K
28,13,Exec-managerial,Female,<=50K
35,9,Craft-repair,Male,<=50K
54,13,Sales,Female,<=50K
34,9,Craft-repair,Male,<=50K
29,9,Handlers-cleaners,Male,<=50K
24,9,Craft-repair,Male,<=50K
44,10,Sales,Female,<=50K
33,13,Prof-specialty,Male,<=50K
47,12,Exec-managerial,Male,<=50K
28,13,Adm-clerical,Male,<=50K
38,10,Other-service,Male,<=50K
41,10,Craft-repair,Male,<=50K
50,9,Craft-repair,Male,<=50K
29,10,Prof-specialty,Female,<=50K
50,12,Sales,Female,<=50K
49,11,Handlers-cleaners,Male,<=50K
31,13,Sales,Female,<=50K
44,10,Transport-moving,Male,<=50K
48,14,Prof-specialty,Female,<=50K
39,10,Sales,Male,<=50K
39,12,Prof-specialty,Female,<=50K
32,9,Exec-managerial,Female,<=50K
42,10,Prof-specialty,Female,<=50K
25,13,Exec-managerial,Male,<=50K
42,7,Tech-support,Male,<=50K
44,11,Tech-support,Male,<=50K
38,13,Exec-managerial,Male,<=50K
54,13,Prof-specialty,Male,<=50K
37,13,Prof-specialty,Female,<=50K
62,13,Adm-clerical,Female,<=50K
72,16,Exec-managerial,Male,<=50K
76,15,?,Male,<=50K
66,10,Transport-moving,Male,<=50K
33,9,Adm-clerical,Female,<=50K
29,9,Sales,Female,<=50K
25,13,Tech-support,Female,<=50K
39,13,Sales,Male,<=50K
33,9,Craft-repair,Male,<=50K
53,9,Exec-managerial,Male,<=50K
52,13,Adm-clerical,Female,<=50K
23,13,Prof-specialty,Female,<=50K
60,9,Exec-managerial,Female,<=50K
27,4,Machine-op-inspct,Male,<=50K
34,11,Adm-clerical,Female,<=50K
43,10,Sales,Female,<=50K
33,12,Adm-clerical,Female,<=50K
31,12,Sales,Female,<=50K
50,10,Adm-clerical,Female,<=50K
32,12,Prof-specialty,Female,<=50K
34,7,Transport-moving,Male,<=50K
69,10,Adm-clerical,Female,<=50K
65,9,Adm-clerical,Female,<=50K
57,9,Transport-moving,Male,>50K
42,13,Prof-specialty,Male,>50K
49,9,Prof-specialty,Female,<=50K
40,9,Exec-managerial,Female,<=50K
43,13,Prof-specialty,Female,<=50K
59,9,Exec-managerial,Female,<=50K
39,13,Tech-support,Female,<=50K
49,13,Exec-managerial,Female,<=50K
